,title,tags,movie_id
51,Pacific Rim,"when legion monstrou creatures, known kaiju, start rise sea, war began that would take million live consum humanity' resourc for year end. combat giant kaiju, special type weapon wa devised: massiv robots, call jaegers, which are control simultan by two pilot whose mind are lock neural bridge. even jaeger are prove nearli defenseless face relentless kaiju. verg defeat, forc defend mankind have no choic turn two unlik heroes—a washed-up former pilot (charli hunnam) untest traine (rinko kikuchi)—who are team drive legendari seemingli obsolet jaeger past. together, they stand mankind' last hope against mount apocalypse. action sciencefict adventur dystopia giantrobot giantmonst apocalyps imax duringcreditssting 3d idriselba charliehunnam charlieday when legion monstrou creatures, known kaiju, start rise sea, war began that would take million live consum humanity' resourc for year end. combat giant kaiju, special type weapon wa devised: massiv robots, call jaegers, which are control simultan by two pilot whose mind are lock neural bridge. even jaeger are prove nearli defenseless face relentless kaiju. verg defeat, forc defend mankind have no choic turn two unlik heroes—a washed-up former pilot (charli hunnam) untest traine (rinko kikuchi)—who are team drive legendari seemingli obsolet jaeger past. together, they stand mankind' last hope against mount apocalypse.",68726
52,Transformers: Dark of the Moon,"sam witwicki take hi first tenuou step into adulthood while remain reluct human alli autobot-lead optimu prime. film center around space race between ussr usa, suggest there wa hidden transform role all that remain one planet' most danger secrets. action sciencefict adventur moon spacecraft traitor bodyguard alienplanet basedoncartoon transform giantrobot sabotag worddomin commando duringcreditssting shialabeouf johnmalkovich kenjeong sam witwicki take hi first tenuou step into adulthood while remain reluct human alli autobot-lead optimu prime. film center around space race between ussr usa, suggest there wa hidden transform role all that remain one planet' most danger secrets.",38356
53,Indiana Jones and the Kingdom of the Crystal Skull,"set dure cold war, soviet – led by sword-wield irina spalko – are search crystal skull which supernatur power relat mystic lost citi gold. after be captur then escap them, indi coerc head peru at behest young man whose friend – indy' colleagu – professor oxley been captur for hi knowledg skull' whereabouts. adventur action savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeolog harrisonford cateblanchett shialabeouf set dure cold war, soviet – led by sword-wield irina spalko – are search crystal skull which supernatur power relat mystic lost citi gold. after be captur then escap them, indi coerc head peru at behest young man whose friend – indy' colleagu – professor oxley been captur for hi knowledg skull' whereabouts.",217
54,The Good Dinosaur,epic journey into world dinosaur where apatosauru name arlo make unlik human friend. adventur anim famili tyrannosaurusrex friend alternatehistori dinosaur fear storm natur human journey raymondochoa jackbright jeffreywright epic journey into world dinosaur where apatosauru name arlo make unlik human friend.,105864
55,Brave,"brave set mystic scottish highlands, where mérida princess kingdom rule by king fergu queen elinor. unruli daughter accomplish archer, mérida one day defi sacr custom land inadvert bring turmoil kingdom. attempt set thing right, mérida seek out eccentr old wise woman grant ill-fat wish. also figur into mérida’ quest — serv comic relief — are kingdom’ three lords: enorm lord macguffin, surli lord macintosh, disagre lord dingwall. anim adventur comedi famili action fantasi scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d kellymacdonald juliewalt billyconnolli brave set mystic scottish highlands, where mérida princess kingdom rule by king fergu queen elinor. unruli daughter accomplish archer, mérida one day defi sacr custom land inadvert bring turmoil kingdom. attempt set thing right, mérida seek out eccentr old wise woman grant ill-fat wish. also figur into mérida’ quest — serv comic relief — are kingdom’ three lords: enorm lord macguffin, surli lord macintosh, disagre lord dingwall.",62177
56,Star Trek Beyond,"uss enterpris crew explor furthest reach unchart space, where they encount mysteri new enemi who put them everyth feder stand for test. action adventur sciencefict sequel strand hatr spaceopera chrispin zacharyquinto karlurban uss enterpris crew explor furthest reach unchart space, where they encount mysteri new enemi who put them everyth feder stand for test.",188927
57,WALL·E,"wall· last robot left earth that been overrun with garbag all human have fled outer space. for 700 year he continu tri clean up mess, develop some rather interest human-lik qualities. when ship arriv with sleek new type robot, wall· think he' final found friend stow away ship when leaves. anim famili romanticcomedi benburtt elissaknight jeffgarlin wall· last robot left earth that been overrun with garbag all human have fled outer space. for 700 year he continu tri clean up mess, develop some rather interest human-lik qualities. when ship arriv with sleek new type robot, wall· think he' final found friend stow away ship when leaves.",10681
58,Rush Hour 3,"after attempt assassin ambassador han, inspector lee detect carter are back action they head pari protect french woman with knowledg triads' secret leaders. lee also hold secret meet with unit nation authority, hi person struggl with chines crimin mastermind name kenji, which reveal that it' lee' long-lost...brother. action comedi crime thriller ambassador christuck jackiechan hiroyukisanada after attempt assassin ambassador han, inspector lee detect carter are back action they head pari protect french woman with knowledg triads' secret leaders. lee also hold secret meet with unit nation authority, hi person struggl with chines crimin mastermind name kenji, which reveal that it' lee' long-lost...brother.",5174
59,2012,"dr. adrian helmsley, part worldwid geophys team investig effect earth radiat unpreced solar storms, learn that earth' core heat up. he warn u.s. presid thoma wilson that crust earth becom unstabl that without proper prepar for save fraction world' population, entir race doomed. meanwhile, writer jackson curti stumbl same information. while world' leader race build ""arks"" escap impend cataclysm, curti struggl find way save hi family. meanwhile, volcan erupt earthquak unpreced strength wreak havoc around world. action adventur sciencefict civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor dr. adrian helmsley, part worldwid geophys team investig effect earth radiat unpreced solar storms, learn that earth' core heat up. he warn u.s. presid thoma wilson that crust earth becom unstabl that without proper prepar for save fraction world' population, entir race doomed. meanwhile, writer jackson curti stumbl same information. while world' leader race build ""arks"" escap impend cataclysm, curti struggl find way save hi family. meanwhile, volcan erupt earthquak unpreced strength wreak havoc around world.",14161
60,A Christmas Carol,"miser ebenez scroog awaken christma eve by spirit who reveal hi own miser existence, what opportun he wast hi youth, hi current cruelties, dire fate that await if he doe not chang hi ways. scroog face with hi own stori grow bitter meanness, must decid what hi own futur will hold: death redemption. anim drama holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma garyoldman jimcarrey stevevalentin miser ebenez scroog awaken christma eve by spirit who reveal hi own miser existence, what opportun he wast hi youth, hi current cruelties, dire fate that await if he doe not chang hi ways. scroog face with hi own stori grow bitter meanness, must decid what hi own futur will hold: death redemption.",17979
